date,Date.1,Min_F,Avg_F,Max_F,Avg1.5m_DP,Avg1.5m_RH,Avg1.5m_LWu,AvgDir,Avg_Speedmph,2m_MaxGustmph,2_in_F,Min_F.1,Avg_F.1,TotPrecin,TotalSolarRad,EToin,ETrin
2013/01/03,3,21.9,23.7,27.4,15.6,74.9,0.11,W,2.8,8.5,,35.5,35.5,0,3.45,0.02,0.03
2013/01/04,4,20,23.4,26.2,18,83.8,0.22,W,2,6,,35.5,35.5,0,3.1,0.01,0.01
2013/01/05,5,24.5,26.5,30.5,22.8,89,0.4,S,1.9,5.3,,35.5,35.5,0,2.74,0.01,0.02
2013/01/06,6,21.2,24.5,28.3,21.6,92.8,0.69,SW,1.8,6.7,,35.4,35.4,0.06,4.71,0.01,0.01
2013/01/07,7,24.6,35.6,50.2,25.6,72.3,0.46,S,3.6,28.9,,35.1,35.3,0.01,5.41,0.03,0.06
2013/01/08,8,31,36.2,47.6,30.1,79.5,0.4,SW,2.7,13.9,,35,35.1,0,3.58,0.02,0.03
2013/01/09,9,31.8,41.6,47.8,27.7,57.9,0.04,SW,6.5,21,,34.8,34.9,0,7.02,0.04,0.07
2013/01/10,10,23.6,31.1,41.7,16.3,56,0,W,3.5,13.2,,34.6,34.8,0,7.28,0.03,0.05
2013/01/11,11,16.3,24.7,34.3,12.8,63.6,0,SW,3.3,8.9,,34,34.3,0,5.49,0.02,0.04
2013/01/12,12,13.6,20.2,31.2,9.9,69.4,0.02,SW,3.1,8.2,,33,33.4,0,7.24,0.02,0.03
2013/01/13,13,10.9,19.5,29.4,8.7,67.8,0.01,SW,2.4,6.4,,32,32.3,0,7.52,0.01,0.02
2013/01/14,14,18.1,24.3,32.4,17.1,77.5,0.05,S,2.1,7.1,,31.1,31.5,0,6.85,0.01,0.02
2013/01/15,15,17.6,24.4,34.9,18,80.6,0.3,SW,2.3,5.3,,30.5,31.2,0,7.54,0.01,0.02
2013/01/16,16,15.7,21.3,24.5,17.9,92.1,0.45,SW,1.9,5.3,,29.6,30.5,0,2.57,0.01,0.01
2013/01/17,17,21.9,23.1,24.1,20.1,93.2,0.57,SW,2,6,,30.7,30.9,0,2.3,0.01,0.01
2013/01/18,18,20.8,23,25.1,19.9,93,0.58,SW,1.9,5.7,,30.8,31.1,0,3.52,0.01,0.01
2013/01/19,19,20.1,22.9,24.9,19.9,92.9,0.59,SW,1.6,4.6,,30.9,31.2,0,3.37,0.01,0.01
2013/01/20,20,21,22.9,24.7,19.8,92.8,0.6,SW,2.4,5.7,,31,31.2,0,2.95,0.01,0.01
2013/01/21,21,19.8,20.6,21.9,16.9,91.3,0.5,S,1.8,5.7,,30.8,31,0,2.34,0.01,0.01
2013/01/22,22,19.1,20.7,22.7,16.8,90.5,0.49,SW,2,7.1,,30.4,30.6,0,2.28,0.01,0.01
2013/01/23,23,18.6,23.2,28.5,19,88.5,0.55,S,1.8,6.4,,30.4,30.7,0,3.01,0.01,0.02
2013/01/24,24,14.8,23.4,30.2,19,87.4,0.53,SW,1.7,5.3,,29.4,30.3,0.01,6.65,0.01,0.01
2013/01/25,25,28.3,30.8,33,28.3,91.6,0.65,S,1.4,4.9,,31.2,31.4,0,2.79,0.01,0.01
2013/01/26,26,28.2,30.4,33.1,28.9,95.4,0.78,S,2.3,7.1,,31.7,31.9,0,3.47,0.01,0.01
2013/01/27,27,21.3,26.1,28.9,23.9,95.2,0.81,SW,2.3,6,,32,32,0,5.56,0.01,0.01
2013/01/28,28,23.1,30.8,40.2,26.1,84.7,0.55,SW,2.9,16.7,,32.1,32.1,0,4.67,0.02,0.03
2013/01/29,29,34,41,48,30,65,0.01,SW,3.6,20,,32.1,32.2,0,6.38,0.04,0.06
2013/01/30,30,33.2,43.3,53.4,33.1,68.2,0.12,SW,4.1,17.8,,32.3,32.3,0,8.61,0.04,0.06
2013/01/31,31,33.4,41.6,48.3,33.6,73.7,0.08,SW,2.7,11.7,,32.5,33.6,0,5.37,0.03,0.04
2013/02/01,1,30.8,39.9,50.6,30.4,69.5,0.1,SW,3.2,10.7,,33.4,34.5,0,9.47,0.03,0.05
2013/02/02,2,27.3,35.9,47.1,29.5,78.9,0.43,SW,2.4,4.9,,34,34.9,0,9.74,0.02,0.04
2013/02/03,3,27.6,34,41.1,30.6,88,0.62,SW,2,6,,34.1,34.7,0,4.94,0.02,0.02
2013/02/04,4,32,38.2,47,32.9,81.5,0.32,SW,2.3,6.7,,34.2,35.5,0,6.54,0.03,0.03
2013/02/05,5,30.5,38.5,50.2,31.2,76.9,0.46,SW,3.5,16,,35.2,36.5,0,7.94,0.04,0.05
2013/02/06,6,30.8,38.2,46.8,31.1,76.1,0.21,SW,3.4,13.9,,35.1,36.4,0,7.84,0.03,0.05
2013/02/07,7,30.9,38.8,47.1,25.7,61.2,0.11,W,4,13.5,,35.9,37.1,0,9.88,0.04,0.07
2013/02/08,8,29,36.8,47.9,20.9,53.4,0,SW,3.5,13.2,,35.2,36.2,0,11.18,0.05,0.08
2013/02/09,9,28.3,37.4,47.4,24.7,61.1,0,SW,3.1,11,,34.9,35.8,0,8.58,0.04,0.06
2013/02/10,10,28.6,37.2,49.5,26.4,66,0.02,SW,3,7.4,,34.9,36.1,0,11.21,0.04,0.06
2013/02/11,11,26,37.8,50.1,28.8,71.6,0.22,S,3.1,13.5,,35,36.2,0,10.31,0.04,0.06
2013/02/12,12,34.2,41.9,52.8,31.4,67,0.02,S,2.7,11,,36.1,37.5,0,7.55,0.04,0.06
2013/02/13,13,35.1,46,52.8,29.2,52.5,0,W,7.1,22.8,,37.7,38.7,0,8.12,0.08,0.12
2013/02/14,14,32.2,40.1,51.8,29.7,67.3,0.01,SW,3.1,11.7,,36.9,38.5,0,8.98,0.05,0.07
2013/02/15,15,29.1,39.1,51.5,32.1,77,0.29,SW,2.8,8.2,,36.9,38.8,0,11.96,0.04,0.05
2013/02/16,16,29.2,39.6,54.5,29.2,69.7,0.44,W,5,22.5,,37,38.7,0,11.15,0.06,0.09
2013/02/17,17,31,40.1,48.8,22,49.2,0,SW,3.9,18.5,,36.8,38.6,0,12.45,0.06,0.09
2013/02/18,18,28.9,34.1,40.7,24.4,68.5,0.01,SW,2.4,7.1,,36.8,38.1,0,6.81,0.03,0.04
2013/02/19,19,25,34.3,44.5,24.7,69.3,0.07,SW,2.9,9.2,,36.1,37.5,0,8.68,0.04,0.05
2013/02/20,20,25.5,34.9,44.5,22.2,61.1,0.01,SW,3.4,12.8,,35.8,37.2,0,10.59,0.05,0.07
2013/02/21,21,26.1,35,47.4,25.8,71,0.08,SW,3,16,,35.7,36.9,0,7.51,0.04,0.06
2013/02/22,22,31.9,39.4,51.1,28.2,65.5,0.02,W,6.4,30.7,,36.2,37.6,0,8.85,0.07,0.1
2013/02/23,23,28.4,38.8,46.6,21,49.8,0.01,W,7.2,30,,36,37.5,0,13.25,0.08,0.12
2013/02/24,24,30.6,35.6,44.2,23.3,61.4,0,SW,2.3,9.2,,36.3,37.4,0,7.09,0.04,0.06
2013/02/25,25,29.5,38.6,47.6,22,54.2,0.02,W,6.3,27.1,,36.4,37.6,0,10.93,0.07,0.11
2013/02/26,26,28.5,38.4,46.6,21.1,50.4,0,S,3.5,12.1,,36.1,38,0,12.95,0.06,0.09
2013/02/27,27,25.4,39.7,50.8,26.3,59.8,0,SW,2.9,8.9,,36.6,38.8,0,11.59,0.05,0.07
2013/02/28,28,38.2,41.4,45.1,36.6,83.2,0.46,SW,2,6.4,,39.5,40.5,0.03,4.43,0.03,0.04
2013/03/01,1,37,47.9,62.7,39.3,74.5,0.36,SW,3.3,14.2,,40.1,41.8,0,9.97,0.06,0.09
2013/03/02,2,38.5,45.8,56.1,34.4,66.2,0.1,SW,4.9,29.3,,41.1,42.5,0,7.08,0.07,0.1
2013/03/03,3,30.8,40.2,49.1,17.6,40.4,0,W,5.8,20,,40,42,0,15.28,0.09,0.14
2013/03/04,4,25.2,35.4,46.6,16.6,47.7,0,SW,3.5,13.2,,38.1,40.3,0,14.56,0.06,0.09
2013/03/05,5,30.7,34.3,39,26,73.4,0.37,W,3.6,11.4,,38.3,39,0.09,3.76,0.03,0.05
2013/03/06,6,32.3,34.4,38.4,33.1,95.3,0.96,SW,1.7,5.3,,37.7,38.2,0.47,4.26,0.02,0.02
2013/03/07,7,30.7,38.8,50.3,31.6,77.5,0.53,SW,2.9,9.6,,37.3,39.4,0,16.37,0.06,0.07
2013/03/08,8,28.4,39.6,52.3,28.8,67,0.13,SW,2.9,10.3,,38.1,40.4,0,16.83,0.07,0.08
2013/03/09,9,29.6,42,55.4,26.2,55.2,0,SW,3.2,12.8,,38.5,40.9,0,17.12,0.08,0.11
2013/03/10,10,33,43.9,53.8,29.2,57.1,0,S,2.7,10.3,,39.4,41.3,0,8.8,0.06,0.08
2013/03/11,11,36.1,45.2,54.3,34.1,66.4,0.02,S,2.7,11.7,,40.8,42.5,0,9.97,0.06,0.08
2013/03/12,12,38.3,49.1,63,37.9,67.6,0.07,SW,3,20,,42.2,44.4,0,14.1,0.08,0.11
2013/03/13,13,41.7,50.8,58.8,41.4,70.9,0.02,S,2.6,8.2,,44.8,46.5,0,8.88,0.06,0.07
2013/03/14,14,42.1,50.7,65.7,38.2,66.3,0.07,S,3.5,21.8,,45.9,47.1,0,9.24,0.09,0.12
2013/03/15,15,39.5,49.6,60.3,35.4,59.7,0.01,SW,4.3,16.7,,44.7,46.9,0,13.3,0.09,0.13
2013/03/16,16,35.8,44.2,54.9,29.8,58.6,0.01,SW,5.9,28.2,,45,46.6,0,13.86,0.09,0.13
2013/03/17,17,35.2,40.2,45.6,19.3,43.5,0,NW,9.7,31.8,,42.8,44.4,0,17.57,0.11,0.17
2013/03/18,18,30.1,41.5,52.7,19.6,43.1,0,W,6.5,27.1,,41.2,43.4,0,19.48,0.11,0.17
2013/03/19,19,28.7,37.1,46.9,22,57.9,0.15,SW,2.6,8.9,,40.9,42.9,0.09,9.71,0.06,0.08
2013/03/20,20,32.7,39.3,53.3,30.9,74.9,0.49,W,5.9,32.5,,41.6,43.1,0.14,15.65,0.09,0.12
2013/03/21,21,31.2,38.7,47,19.8,47.4,0,SW,6.7,26,,40.3,42.4,0,20.33,0.11,0.15
2013/03/22,22,28.6,35.5,43.7,17.3,47.8,0,W,5.4,17.1,,39.6,41.2,0,13.83,0.08,0.12
2013/03/23,23,26.6,34.6,45.1,16.4,49.1,0,S,2.8,11.4,,38.5,40.7,0,16.72,0.07,0.1
2013/03/24,24,25.1,36.2,46.7,19.4,52.8,0,SW,3,10.3,,38.9,41.1,0,13.63,0.07,0.09
2013/03/25,25,27.5,40.7,52.8,22,49,0,SW,3,10.7,,39.3,42.2,0,16.98,0.08,0.11
2013/03/26,26,38.2,48.1,58.2,29.7,50.2,0,S,2.1,8.2,,42.8,45.3,0,16.6,0.09,0.11
2013/03/27,27,44.9,49.5,57,36.1,60.1,0,S,2.4,9.2,,45.8,47.2,0,9.41,0.07,0.09
2013/03/28,28,39.2,48.8,59.8,39.1,70.5,0.24,SW,2.9,11.4,,46.2,48.1,0.01,12.29,0.08,0.1
2013/03/29,29,38.1,51,64.3,36,58.3,0,S,3.1,9.9,,46.1,49,0,17.87,0.11,0.14
2013/03/30,30,35.4,52.1,66.7,37.8,60.5,0.03,S,3.3,13.9,,47.3,50.5,0,21.08,0.12,0.15
2013/03/31,31,38.1,54.3,69.6,36,54.1,0.04,SW,3.4,9.6,,48.6,51.8,0,21.89,0.13,0.18
2013/04/01,1,37.8,57.2,73.5,37.5,50.6,0,SW,3.5,17.5,,49.7,53,0,21.66,0.14,0.18
2013/04/02,2,42.9,55.9,68.8,37.7,51.8,0,SW,4.3,18.2,,51.3,54.2,0,20.59,0.14,0.19
2013/04/03,3,39.5,53.9,66,35.8,53.1,0.01,SW,3.3,11,,51,53.8,0,19.14,0.12,0.15
2013/04/04,4,47.9,51.6,54.7,44.2,76.5,0.43,SW,3.1,12.4,,52.5,53.4,0.07,5.18,0.05,0.06
2013/04/05,5,46.5,52.4,62.1,39.4,62.4,0.01,SW,6.3,22.1,,50.3,51.8,0,12.23,0.11,0.16
2013/04/06,6,42.3,49.5,57.9,33.5,56.3,0,SW,6.5,22.1,,49.8,51.6,0,19.58,0.13,0.18
2013/04/07,7,36.9,44.6,54.6,33.5,67.9,0.36,SW,5.4,23.5,,49.8,51.4,0.31,16.12,0.1,0.13
2013/04/08,8,35.6,45.4,56.8,32,60.5,0,SW,4,15.3,,47.7,49.9,0,14.13,0.09,0.12
2013/04/09,9,34.6,47.8,59,33.6,59.2,0,S,3.2,11,,47.2,50.3,0,18.77,0.1,0.13
2013/04/10,10,42.5,51.1,63.2,34.6,55.5,0.01,W,8.4,30.7,,50.2,52.2,0,19.7,0.15,0.22
2013/04/11,11,33.9,45.9,58.2,26.7,48.8,0,W,5.4,18.5,,48.6,51.2,0,19.17,0.13,0.18
2013/04/12,12,32.7,43.4,52.5,29.6,59.2,0,S,3.3,13.5,,48.2,50.5,0,13.47,0.08,0.1
2013/04/13,13,35.3,42.8,50,22.6,45.7,0,W,11.9,37.1,,47.5,49.6,0,25.17,0.15,0.22
2013/04/14,14,30,39.3,50.4,27,62.8,0.01,SW,3.9,17.8,,46.4,48.7,0,18.02,0.09,0.12
2013/04/15,15,30.2,39.9,49.7,27.8,63.8,0.02,SE,4.5,16.4,,46.1,48.4,0,17.34,0.09,0.12
2013/04/16,16,33.7,41.6,49.9,21.5,47.6,0,S,4,19.6,,47.2,49.4,0,17.24,0.1,0.13
2013/04/17,17,29.9,45,56.5,24.8,47.7,0,SW,4,21.4,,46.5,49.7,0,20.69,0.12,0.15
2013/04/18,18,40.3,51.8,62.1,35.3,54.2,0.01,SW,4.8,18.9,,49.7,52.6,0,19.73,0.13,0.17
2013/04/19,19,43.7,51.5,61.9,38,61,0.02,SW,5.5,23.9,,52.2,53.5,0,11.36,0.11,0.15
2013/04/20,20,43.6,52.9,60.6,32,45.5,0,W,8.6,23.2,,51.1,53.7,0,23.62,0.17,0.24
2013/04/21,21,35.1,48.1,59.5,29.9,50.8,0,W,7,26.4,,51.7,54.5,0,25.15,0.15,0.21
2013/04/22,22,32.8,45.6,57.1,21.9,42.2,0,S,3.9,13.2,,51.3,54.5,0,26.68,0.14,0.18
2013/04/23,23,32,46.9,61,26,47,0,S,3.8,18.2,,51.6,54.3,0,19.71,0.13,0.17
2013/04/24,24,33.8,52.8,68.1,29.4,43.3,0,S,3.8,12.8,,51.8,55.4,0,26.38,0.17,0.22
2013/04/25,25,46,62,75.9,34.8,37.7,0,SW,4.1,17.5,,55,58.6,0,25.41,0.2,0.26
2013/04/26,26,43.8,63.8,79.4,35.5,39.1,0,SW,4.2,18.2,,57.3,60.8,0,25.51,0.21,0.28
2013/04/27,27,53.5,60.4,71.7,32.9,37.1,0,W,7.8,27.5,,59.9,62.5,0,24.68,0.23,0.33
2013/04/28,28,43.7,54.7,62.9,33.1,45,0,W,7.5,23.5,,59.5,62.1,0,26.59,0.19,0.26
2013/04/29,29,38.6,47.5,52.7,25.4,42.9,0,W,10.5,33.6,,58.2,60.4,0,28.37,0.17,0.23
2013/04/30,30,34.7,45,53.8,19,36.1,0,NW,7.9,20,,55.5,58.2,0,24.63,0.16,0.22
2013/05/01,1,31.3,47.1,61.7,20.5,37.3,0,S,3.7,12.1,,54.4,58.1,0,27.78,0.16,0.2
2013/05/02,2,34.9,56.1,72.1,30.6,41.1,0,S,3,10.7,,56.4,60.1,0,26.26,0.17,0.22
2013/05/03,3,44.4,60.7,76,35.2,41.5,0,SW,3.3,10.7,,59.5,62.9,0,26.75,0.19,0.24
2013/05/04,4,48.5,63.5,74.2,33.8,34.9,0,SE,5.9,20.3,,61.1,64.3,0,27.81,0.23,0.31
2013/05/05,5,42.6,63.8,78.3,33.9,36.1,0,SE,5.3,22.8,,61.7,65.2,0,28.42,0.23,0.31
2013/05/06,6,46.4,68.8,83.9,36.5,33.5,0,S,3.5,12.4,,63.2,67.1,0,28.31,0.22,0.29
2013/05/07,7,51.5,70.7,86.2,40.7,37.4,0,S,2.9,9.9,,65.7,69.4,0,28.3,0.22,0.29
2013/05/08,8,48.7,70.2,87.3,44.2,43.6,0,S,2.8,11,,67.1,70.9,0,28.2,0.22,0.27
2013/05/09,9,53.6,71.8,89.4,43.9,39.7,0,S,2.8,11.4,,68.3,72.1,0,27.92,0.23,0.28
2013/05/10,10,50.8,71.5,89.7,45.2,42.3,0,S,3.1,9.6,,69.4,73,0,25.68,0.22,0.28
2013/05/11,11,58.7,72.5,87.7,47.7,44,0,SW,3.4,15,,70.6,73.8,0,22.41,0.21,0.27
2013/05/12,12,55.8,66.8,76.2,48,51.9,0,SW,5,19.6,,71.1,72.6,0,12.01,0.16,0.22
2013/05/13,13,43.2,58.4,67.7,41.3,54,0,SW,6,27.8,,69.2,70.3,0,17.64,0.15,0.19
2013/05/14,14,43.5,54.4,66.7,30.7,43.7,0,SE,3.2,16,,65.8,68.8,0,26.69,0.17,0.22
2013/05/15,15,43,54.9,63.5,38.7,55.4,0,SW,3.3,12.4,,66.2,68.2,0,16.2,0.12,0.15
2013/05/16,16,42.5,58.9,72,39.7,51.7,0,SW,4,16.4,,65.3,68.7,0,28.61,0.19,0.24
2013/05/17,17,51.7,57.3,63.7,43.5,60.8,0.06,W,4.6,19.2,,67.7,69.2,0.02,15.17,0.13,0.16
2013/05/18,18,41.8,54.9,63.6,37.4,53.1,0,W,5,17.8,,64.8,67,0,18.99,0.14,0.18
2013/05/19,19,41.9,57,68.9,38.1,52.1,0.01,W,6.3,24.3,,63.7,67.3,0,29.91,0.2,0.26
2013/05/20,20,40.7,59.3,74.5,39.3,50.8,0,S,3.8,17.8,,65.3,68.9,0,29.28,0.2,0.25
2013/05/21,21,44,52.5,60.4,42.6,70.3,0.33,S,3.7,17.5,,66.7,68.2,0.19,14.17,0.1,0.12
2013/05/22,22,37.9,41.5,47.7,38.6,89.6,0.9,SE,3,14.6,,60.9,62.6,0.64,10.06,0.06,0.06
2013/05/23,23,37.9,48.4,58.2,39.1,71.7,0.41,S,3,12.4,,57.8,60,0.01,21.49,0.12,0.13
2013/05/24,24,43.1,49.1,58.4,42.7,79.9,0.44,S,2.6,9.9,,58.1,60.5,0.31,18.11,0.11,0.12
2013/05/25,25,39.3,53,64.3,40.7,65.3,0.1,S,2.9,10.7,,58.2,61.4,0,26.14,0.15,0.17
2013/05/26,26,47.7,54.6,63.5,47.6,78.1,0.26,S,2.1,11,,60.4,62.4,0.14,15.64,0.1,0.12
2013/05/27,27,41.9,50.4,55.7,47,88.3,0.59,S,2.6,9.6,,59.7,61,0.05,9.84,0.06,0.06
2013/05/28,28,44.2,56.1,67.1,42.9,64.5,0.34,SW,3.6,14.6,,58.4,61.5,0,26.29,0.16,0.19
2013/05/29,29,45.1,52.3,61,43.8,74.6,0.33,S,4.2,18.5,,59.5,61.6,0.35,16.96,0.11,0.14
2013/05/30,30,43.5,55,64.5,37.7,53,0,SW,4,21.8,,58.4,61,0,22.95,0.15,0.19
2013/05/31,31,38.3,55.6,68.6,39.5,57.6,0.04,S,2.7,11.4,,58.3,62.1,0,31.02,0.18,0.21
2013/06/01,1,47.3,60.4,74.9,42.9,55.6,0,S,2.5,14.2,,61.3,64.5,0,24.71,0.17,0.21
2013/06/02,2,46.6,60.3,70.5,41.2,51.7,0.01,W,7.1,22.1,,62.5,65.5,0,26.57,0.2,0.27
2013/06/03,3,45.3,64,77.5,39.9,42.4,0,S,3.6,16.7,,62.5,66.7,0,29.63,0.22,0.27
2013/06/04,4,47,65.5,78.8,44.1,48.6,0,SE,2,9.6,,65.5,69.7,0,30.79,0.2,0.23
2013/06/05,5,50.8,69.6,85.3,49.6,51.8,0,SE,2.4,11,,68.1,72,0,27.83,0.21,0.25
2013/06/06,6,56.4,72.2,86.1,50.9,49.7,0,S,2.8,15.7,,70.4,74.2,0,29.14,0.23,0.27
2013/06/07,7,58.4,69.4,80.2,46.5,45.1,0,SW,6.7,29.3,,72.1,75.2,0,30.38,0.27,0.36
2013/06/08,8,51,67.6,83.9,43.2,44,0,S,3.9,19.6,,71.1,74.8,0,31.25,0.25,0.32
2013/06/09,9,48.8,64.5,79.6,42.1,48.1,0.01,S,3.3,18.2,,71.9,75.7,0,31.87,0.23,0.28
2013/06/10,10,44.3,62.3,76.4,38.9,44,0,S,3.8,17.8,,71.7,75.5,0,31.56,0.22,0.28
2011/06/11,11,43.1,59.4,73.3,38.2,48.8,0,SW,3.8,14.6,,67.1,72.4,0,25.44,0.19,0.24
2011/06/12,12,42.9,58.9,72.8,38,47.8,0,S,3.8,20,,67.8,72.5,0,22.32,0.18,0.23
2011/06/13,13,48.1,61.1,69.8,39.7,47.5,0,W,6.9,26.4,,69.3,73.3,0,25.19,0.2,0.27
2011/06/14,14,45.7,60.2,74.9,35.1,40.7,0,SW,5.2,24.6,,68.3,73.5,0,26.14,0.22,0.29
2011/06/15,15,47.2,57.2,66.3,31.5,38.4,0,NW,7.5,23.5,,69,73.3,0,27.22,0.22,0.3
2011/06/16,16,41.6,59.5,72,35,41,0,W,5.8,21.8,,68.2,73.1,0,25.54,0.21,0.28
2011/06/17,17,47,62.9,76.9,39.9,44.7,0,SW,3.3,13.5,,69.2,74.3,0,24.98,0.2,0.25
2011/06/18,18,51.6,59.3,68.9,45,60.7,0.11,SW,4.3,18.5,,71.1,73,0.01,12.09,0.13,0.17
2011/06/19,19,49.6,63.7,75.4,40.7,44.2,0,W,6.7,26.8,,67.9,73,0,26.7,0.23,0.32
2011/06/20,20,44.4,63.6,78.6,42.3,48.4,0,SW,4.1,18.9,,69.8,75,0,26,0.2,0.26
2011/06/21,21,49.6,67.5,81.1,42.8,43.1,0,S,3.6,14.2,,72.2,77.4,0,26.73,0.22,0.28
2011/06/22,22,53.4,69,83.9,44.3,43.5,0,S,3.4,13.9,,74.7,78.4,0,19.34,0.19,0.25
2011/06/23,23,45.4,58.5,67.5,34.9,42.9,0,W,7.9,22.8,,73,76.6,0,27.51,0.21,0.29
2011/06/24,24,42.3,58.1,70.6,34.9,44,0,SW,5,20.7,,71,75.5,0,25.56,0.2,0.26
2011/06/25,25,42.5,58.5,72.9,36.3,46.5,0,S,3.8,11.7,,70.9,75.9,0,26.91,0.19,0.25
2011/06/26,26,45.2,62.5,75.7,38.4,43,0,S,3.4,12.1,,72,76.9,0,24.48,0.19,0.24
2011/06/27,27,56.3,69.6,80.8,42.9,40,0,S,3.1,8.5,,74.8,78.1,0,18.74,0.18,0.23
2011/06/28,28,59.4,70.9,83.1,49.7,48.9,0.02,SW,4.4,17.1,,74.9,78.5,0.01,20.26,0.21,0.28
2011/06/29,29,54.5,65.3,75.4,45.4,50.5,0,SW,5.3,21.8,,75,78.7,0,24.97,0.21,0.27
2011/06/30,30,47.6,59.5,68.7,36.3,43.2,0,W,7.1,27.1,,73.4,76.8,0,30.74,0.23,0.3
2011/07/01,1,43.1,61.4,76,38.6,45.7,0,S,3.3,11.7,,71.3,76.3,0,31.32,0.21,0.26
2011/07/02,2,49.5,69.9,85.4,43.2,42.2,0,S,3.1,11,,73.9,79.1,0,31.44,0.24,0.3
2011/07/03,3,52.7,68,81,42.8,43.7,0,S,4.6,18.9,,76.6,80.8,0,31.16,0.25,0.32
2011/07/04,4,49.3,67.3,83.4,39.6,38,0,S,3.4,15.3,,75.5,80.5,0,31.67,0.24,0.31
2011/07/05,5,53.5,72.5,88.6,43.5,38.2,0,S,3,9.9,,77.1,82.2,0,30.53,0.25,0.31
2011/07/06,6,59,76.3,92.4,46.9,38.1,0,S,3.8,18.5,,79,84,0,30.09,0.27,0.35
2011/07/07,7,54.8,69.5,85.4,43.4,40.4,0,SW,6.8,29.3,,80.7,84.2,0,29.75,0.29,0.4
2011/07/08,8,46.1,62.7,73.3,36.2,39.4,0,SE,4.6,15.3,,76.3,81.4,0,28.14,0.21,0.28
2011/07/09,9,45.9,62.9,77.7,38.1,42.8,0,S,3.3,9.6,,75.7,80.4,0,30.92,0.22,0.27
2011/07/10,10,51.5,64.9,79.4,43.1,47.7,0,S,2.7,7.8,,76.6,80.3,0,24.59,0.19,0.23
2011/07/11,11,52.5,68.1,82.7,45.8,47.4,0,S,3.8,14.2,,76.6,80.5,0,25.61,0.22,0.28
2011/07/12,12,56.5,64.8,72.8,48.3,55.8,0.01,S,3.2,10.7,,77.2,79.6,0,19.72,0.16,0.19
2011/07/13,13,47.8,62.7,74.7,41.6,49.1,0,SW,3.9,15,,74.8,79.1,0,28.92,0.21,0.26
2011/07/14,14,47.6,61,71.8,42.3,52.4,0,SW,4.2,16,,75.1,78.2,0,21.39,0.17,0.22
2011/07/15,15,47.9,65.5,80.3,45,50.7,0,SW,3.5,12.1,,73.4,78.1,0,27.1,0.21,0.26
2011/07/16,16,53,64.4,75.9,47.5,55.1,0.01,S,3.1,11.4,,75.7,78.4,0,18.16,0.15,0.19
2011/07/17,17,53.3,66.1,79.1,47.3,52.4,0.01,S,3.1,13.5,,74.5,78,0,21.15,0.18,0.22
2011/07/18,18,56.5,66.5,78.3,51.4,59.6,0.03,S,2.7,14.6,,75.3,78,0,16.24,0.15,0.18
2011/07/19,19,52.7,63,72.5,48,60.9,0.16,W,6.3,26.4,,74,75.8,0.17,20.49,0.18,0.23
2011/07/20,20,47.7,63.6,77.3,45,53.9,0,S,3.1,11.4,,69.9,74.7,0,28.91,0.2,0.24
2011/07/21,21,51.1,62.8,73.4,43,50.1,0,SW,5.8,21,,72.8,75.7,0,20.92,0.19,0.25
2011/07/22,22,45.6,62.5,76.8,38.9,44.1,0,S,3.6,12.1,,70.3,75.1,0,29.58,0.21,0.27
2011/07/23,23,47.3,66.1,82.5,44.7,49.4,0,S,3.1,9.9,,72.5,77.5,0,29.2,0.21,0.26
2011/07/24,24,53.1,73.5,90,46.1,41.1,0,S,3.1,8.2,,75,80,0,28.9,0.24,0.3
2011/07/25,25,54.5,66.7,74.2,52,60.6,0.15,SW,5.4,26,,75.4,78.6,0.25,17.81,0.16,0.21
2011/07/26,26,50.7,64.8,79.2,47.3,56.8,0,SW,3.3,13.5,,70.8,75.5,0,25.91,0.19,0.24
2011/07/27,27,50,65.9,80.1,44.2,48.3,0,SW,4.2,16.4,,71.9,77,0,28.14,0.22,0.28
2011/07/28,28,51.5,68.7,84.8,45.2,45.9,0,S,2.9,11,,73,78.5,0,29.19,0.22,0.27
2011/07/29,29,53.3,70.7,86.3,49.3,50.1,0,S,2.8,10.3,,75.3,80.5,0,28.72,0.22,0.27
2011/07/30,30,55.7,73,89.7,50.8,49.6,0,S,3.5,13.5,,76.8,81.9,0,28.72,0.24,0.3
2011/07/31,31,56,70.4,85.4,50.2,51.2,0,SE,3.3,12.4,,77.8,82.3,0,25.86,0.21,0.27
2011/08/01,1,50.2,68.1,84.1,45.4,47.6,0,S,3.2,9.9,,76.4,81.5,0,28.92,0.22,0.27
2011/08/02,2,55.9,72.5,86.8,44.3,39.8,0,S,3.6,13.9,,77.6,82.6,0,29.21,0.24,0.31
2011/08/03,3,55.6,71.8,86.9,48.7,47.1,0,S,3.1,12.1,,78.3,83.1,0,27.97,0.22,0.27
2011/08/04,4,58.3,73.4,89.1,51,48.4,0,S,3.2,12.1,,79,83.8,0,27.73,0.23,0.28
2011/08/05,5,54.7,72,86.1,48.1,45.4,0,SW,4.4,18.5,,79.2,83.9,0,27.94,0.24,0.31
2011/08/06,6,53.6,70.5,86.7,47.9,47.8,0,S,3.4,13.5,,78.8,83.5,0,27.9,0.23,0.29
2011/08/07,7,55.4,71.1,88.1,46.7,45.4,0,S,3.1,12.8,,78.7,83.5,0,27.44,0.22,0.28
2011/08/08,8,52.7,71,87.9,44.5,42.5,0,S,3.3,10.7,,78.9,83.5,0,27.83,0.23,0.29
